,ID,縣市,土地面積,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,主建物面積,陽台面積,附屬建物面積,經度,緯度,站點級別,與大眾交通最短距,與國小最短距,國小總人數,與國中最短距,國中總人數,與高中最短距,高中總人數,與大學最短距,大學總人數,與atm最短距,與post最短距,與bank最短距,與腳踏車站最短距,與醫療機構最短距,與便利超商最短距,<0.5的超商數量,<0.5公車站數,與政府最短距,縣市_區域,與百貨最短距,與高鐵最短距,人口密度,老化指數,平均收入
66,PU-67,1,1.3409390706227655,4,5,2,4,1,17.5,0.0981773916103908,-0.8193256863726953,0.0,0.1509223187578557,-0.0637183741084604,-0.4384519028208025,121.4602867432156,25.08141187349048,2.0,1.21,0.56,342.0,0.88,575.0,1.48,452.0,4.3,3550.0,0.08,0.17,0.09,0.14,0.04,0.09,18.0,87.0,7.73,76,7.44,6.81,1946.61,147.86,0.005073707
67,PU-68,7,-0.9974784446517364,12,14,10,4,0,23.416666666666668,-0.7682262560933225,-0.8193256863726953,0.0,-0.6912450969570896,-0.5670868354978418,-0.4384519028208025,120.22452778931236,23.01043579709953,4.0,0.98,0.59,163.0,0.2,0.0,0.2,87.0,1.39,1872.0,0.03,0.62,0.33,1.09,0.02,0.09,9.0,18.0,4.58,33,1.85,11.4,845.48,156.53,0.00456428
68,PU-69,6,-1.1407665412833894,6,15,10,4,0,2.1666666666666665,-0.9618456389024416,-0.8193256863726953,0.0,-1.2830537075300374,0.3202067235614066,-0.4384519028208025,120.33092558664272,22.7502033261631,3.0,1.5,1.43,44.0,1.7,559.0,0.69,179.0,0.62,621.0,0.1,2.15,1.61,0.06,1.21,0.09,3.0,12.0,14.54,116,7.1,7.26,924.21,161.78,0.004997252
69,PU-70,1,0.5292535812667075,2,4,2,1,1,48.083333333333336,-0.1902407988055665,-0.8193256863726953,0.0,0.8587163644813334,-1.6420771089734696,-0.4384519028208025,121.46466882716793,25.026326652218067,2.0,0.22,1.16,293.0,0.47,466.0,1.49,234.0,0.58,1556.0,0.05,0.58,0.01,0.1,0.04,0.04,28.0,90.0,1.59,67,1.31,1.37,1946.61,147.86,0.005073707
70,PU-71,4,0.6644664010670561,9,15,10,4,0,8.833333333333334,1.73905857055058,1.8578182022667948,2.0,1.3534932573551794,1.420792003548359,1.054014250207668,120.67681288574,24.143993190356124,0.0,1.26,0.35,140.0,0.8,654.0,0.89,675.0,0.51,106.0,0.06,0.51,0.16,0.28,0.1,0.07,14.0,108.0,3.64,0,1.98,7.09,1270.7,111.76,0.005039031
71,PU-72,1,0.2079008237923978,23,24,10,5,0,0.25,0.2688152453027004,0.6111620463913947,1.0,0.1079228403605858,-0.7018872031241506,0.0611719595664105,121.4488979782,24.978336060071552,2.0,0.74,0.74,398.0,1.08,120.0,0.51,738.0,0.96,31.0,0.16,0.56,0.52,0.21,0.16,0.2,4.0,42.0,4.08,64,4.47,4.24,1946.61,147.86,0.005073707
72,PU-73,6,0.8211892588555518,4,13,5,4,0,13.25,3.051303883120396,0.9324811051548187,2.0,2.074300303119936,-1.6420771089734696,-0.4384519028208025,120.29230461790138,22.66037221864791,4.0,0.81,0.51,288.0,0.39,421.0,0.65,180.0,2.51,319.0,0.11,0.53,0.08,0.04,0.02,0.12,8.0,39.0,4.87,122,1.55,3.53,924.21,161.78,0.004997252
73,PU-74,1,-0.6061399546394574,18,21,10,4,0,0.0833333333333333,-0.6475732282300732,-0.8193256863726953,0.0,-0.9113345324378512,-0.8366875707504596,0.2704161412499442,121.49747793239108,25.078186211620284,2.0,0.88,0.91,81.0,0.54,317.0,1.01,257.0,7.14,1556.0,0.17,0.33,0.64,0.29,0.31,0.17,13.0,18.0,8.06,60,7.67,3.89,1946.61,147.86,0.005073707
74,PU-75,1,0.4984665883473602,5,5,2,4,1,41.41666666666666,-0.8452143786346339,-0.8193256863726953,0.0,-0.4219325743636639,-0.3469697795004513,-0.4384519028208025,121.52065702360689,24.984909598951035,2.0,0.71,0.71,82.0,1.24,320.0,1.15,980.0,1.4,35.0,0.09,0.36,0.44,0.24,0.14,0.08,9.0,45.0,6.38,65,6.3,6.58,1946.61,147.86,0.005073707
75,PU-76,6,-0.8274409935163882,4,12,2,4,0,28.5,-0.1189980585434577,-0.8193256863726953,0.0,0.0929296011825909,0.615402465325349,-0.4384519028208025,120.30829802429076,22.61240786008128,1.0,0.42,0.46,45.0,0.75,180.0,0.97,546.0,1.81,458.0,0.04,0.34,0.04,0.14,0.03,0.07,18.0,53.0,0.99,110,6.43,8.41,924.21,161.78,0.004997252
76,PU-77,1,-0.7526004814548372,5,21,2,4,0,30.166666666666668,0.6750137724423061,-0.8193256863726953,0.0,1.4055452575202954,1.0436922409481786,-0.14380193269501,121.4801244024838,25.01814317113133,2.0,0.89,0.61,367.0,0.26,227.0,0.26,201.0,1.55,1556.0,0.04,0.31,0.09,0.08,0.08,0.02,15.0,47.0,1.68,67,1.32,1.71,1946.61,147.86,0.005073707
77,PU-78,12,-0.7175595480618566,2,5,2,4,1,29.08333333333333,-1.17844655082837,-0.8193256863726953,0.0,-1.0403329676296602,-0.2718910937338996,-0.4384519028208025,121.76091399023656,25.14293581186968,1.0,2.33,1.06,78.0,0.43,35.0,1.07,605.0,1.19,63.0,0.02,0.02,1.09,5.97,0.01,0.05,4.0,0.0,2.02,44,22.79,18.43,2723.18,196.12,0.004434616
78,PU-79,3,0.6767235176860001,2,6,2,4,2,16.916666666666668,-0.2534400038767924,0.296022200296498,1.0,0.1497907535368748,-0.7257758758680535,0.0120636312121119,120.9950133156871,24.84142765381426,3.0,1.47,0.45,193.0,0.55,324.0,0.95,645.0,2.57,654.0,0.09,0.85,0.26,2.3,0.57,0.09,6.0,20.0,2.31,82,3.94,6.02,406.65,86.71,0.006554591
79,PU-80,3,-0.3755859943933238,7,10,2,4,2,26.166666666666668,-0.2046042545035724,-0.8193256863726953,0.0,-0.2855789652354801,-0.4203421314995814,-0.3167486542905838,121.0089631159626,24.826945620508702,3.0,1.33,0.31,257.0,0.39,263.0,1.21,613.0,4.54,654.0,0.06,0.28,0.08,1.62,0.11,0.12,8.0,20.0,0.39,82,3.84,3.93,406.65,86.71,0.006554591
80,PU-81,6,-0.1660614008953785,5,15,10,4,0,0.4166666666666667,0.1849326640263462,0.5231082658648794,1.0,-0.2892565522036676,0.0523123220762104,0.1743346292524035,120.2839411212309,22.723187950284405,3.0,2.44,0.86,114.0,0.49,576.0,1.09,452.0,1.22,30.0,0.42,1.08,0.53,0.09,0.44,0.42,1.0,17.0,11.77,116,4.65,4.69,924.21,161.78,0.004997252
81,PU-82,6,-0.0434421675819442,13,13,10,4,0,0.1666666666666666,-0.7446701887485929,0.6358788970655043,1.0,-0.9928072283484676,-0.9510119331677088,-0.4384519028208025,120.3357715739228,22.688273452289373,1.0,2.76,0.27,162.0,1.47,307.0,2.02,487.0,2.62,221.0,0.14,0.92,0.44,0.16,0.07,0.14,5.0,12.0,7.91,108,2.6,2.73,924.21,161.78,0.004997252
82,PU-83,6,-0.1299149236504931,11,18,2,4,0,9.916666666666666,0.7008679926987168,0.5740867703802304,1.0,0.0776534706993502,0.6870684835570575,1.6305033221929133,120.29250525069452,22.65350078908328,4.0,1.12,0.49,288.0,0.62,421.0,1.26,205.0,2.06,319.0,0.18,1.16,0.83,0.21,0.1,0.18,6.0,64.0,4.18,122,2.14,4.21,924.21,161.78,0.004997252
83,PU-84,4,1.962374883203217,10,23,10,4,0,4.166666666666667,3.099565094265696,2.9530836477632745,2.0,2.493262326188069,1.9702314766581248,2.2518304331103454,120.64460249578671,24.14227826420705,4.0,2.56,0.47,379.0,0.52,228.0,1.15,418.0,2.35,178.0,0.21,0.48,0.24,0.06,0.15,0.04,9.0,48.0,2.2,4,2.28,4.41,1270.7,111.76,0.005039031
84,PU-85,0,-1.0485016967733398,2,12,5,4,0,34.916666666666664,-0.2856141446403257,-0.8193256863726953,0.0,-0.1676132909482338,0.9105982070892914,-0.4384519028208025,121.55760802401566,25.03185726219201,2.0,0.55,0.27,106.0,0.61,15.0,0.62,55.0,0.83,581.0,0.02,0.21,0.02,0.11,0.02,0.02,31.0,154.0,0.95,26,1.12,4.48,9126.87,166.1,0.006299707
85,PU-86,4,-0.3628241729724236,11,13,2,4,0,27.5,0.0786430918611028,-0.2029492226870884,1.0,0.3149992758000687,0.6461164731389384,-0.1139099067402197,120.69354355773189,24.175657344846364,4.0,1.01,0.66,108.0,0.71,519.0,1.89,301.0,2.55,407.0,0.13,0.69,0.37,0.26,0.08,0.17,14.0,23.0,4.98,2,3.93,10.54,1270.7,111.76,0.005039031
86,PU-87,0,-0.3302827300272277,6,18,2,4,0,26.25,-1.3312737194551525,-0.8193256863726953,0.0,-1.385743251334043,-0.7786722226581242,-0.0690718678080337,121.5590674793052,25.008414882939533,2.0,0.39,0.22,41.0,0.87,198.0,0.87,332.0,1.1,183.0,0.19,1.15,0.88,0.11,0.83,0.19,2.0,28.0,3.3,27,3.25,6.12,9126.87,166.1,0.006299707
87,PU-88,5,0.0497840194080226,8,12,2,4,0,17.583333333333332,-0.2568872332443141,-0.8193256863726953,0.0,-0.29265124786661,-0.3230811067565484,-0.2548294576699465,121.25037946464658,24.97727655543469,3.0,0.92,0.32,299.0,0.36,76.0,0.55,689.0,1.89,261.0,0.11,0.62,0.48,0.07,0.17,0.09,9.0,27.0,5.4,84,6.55,5.39,1868.59,101.89,0.005368094
88,PU-89,0,-0.9213881873662932,6,12,4,4,0,32.666666666666664,0.5830876559750692,-0.8193256863726953,0.0,0.2323950146684718,4.427352101745274,-0.4384519028208025,121.52208250124418,25.0268854236184,1.0,0.1,0.45,112.0,0.61,777.0,0.3,169.0,0.55,1358.0,0.02,0.44,0.04,0.02,0.04,0.06,23.0,207.0,4.44,19,2.51,2.4,9126.87,166.1,0.006299707
89,PU-90,0,-0.1252524126228947,12,26,10,4,0,1.5833333333333333,0.4722017779864632,0.7254774807591514,1.0,0.1568630361680047,-0.4015724600579435,1.2269609718032417,121.55572792769816,25.001629238526345,2.0,0.35,0.38,79.0,0.34,198.0,0.34,332.0,0.28,183.0,0.09,0.49,0.09,0.22,0.07,0.15,12.0,161.0,4.1,27,4.07,6.47,9126.87,166.1,0.006299707
90,PU-91,9,0.5038260726728984,4,5,2,4,1,38.91666666666666,-0.3574314231303551,-0.8193256863726953,0.0,0.5860091462249655,-1.6420771089734696,-0.4384519028208025,121.7735648077753,24.67070795005012,2.0,0.81,0.26,124.0,0.63,473.0,1.62,465.0,7.24,34.0,0.12,0.21,0.41,30.0,0.22,0.12,8.0,0.0,6.77,53,45.7,45.77,209.49,163.33,0.004321793
91,PU-92,6,0.4225445659959021,3,5,4,4,1,37.66666666666666,-0.0707368473981579,-0.8193256863726953,0.0,0.2069347971964041,0.6375848043018301,-0.4384519028208025,120.3154893729408,22.61962714112741,3.0,1.2,0.27,0.0,0.27,158.0,0.27,432.0,0.73,458.0,0.11,0.37,0.15,0.17,0.05,0.11,11.0,79.0,0.36,118,5.74,7.64,924.21,161.78,0.004997252
92,PU-93,1,-0.6961696778836995,4,14,10,4,0,0.5833333333333334,-0.4757862980819232,-0.1349778833332872,1.0,-0.8606969887989614,0.0147729791929347,-0.4384519028208025,121.5116738398488,25.00190466284617,1.0,0.12,0.56,358.0,0.62,212.0,0.7,1020.0,2.34,35.0,0.03,0.47,0.14,0.1,0.06,0.04,24.0,74.0,4.85,61,4.68,5.01,1946.61,147.86,0.005073707
93,PU-94,1,1.0980799266336925,3,5,10,4,1,6.666666666666667,0.3331635268297671,-0.8193256863726953,0.0,0.1396066665480478,-0.1234400559682174,0.8362294896799076,121.42623945467604,25.042647395828105,2.0,1.45,0.24,116.0,1.13,460.0,1.72,498.0,0.44,37.0,0.09,0.17,0.37,0.34,0.13,0.09,12.0,76.0,5.17,72,5.18,4.94,1946.61,147.86,0.005073707
94,PU-95,1,-0.7897804018656335,13,18,2,4,0,23.08333333333333,-0.0747586149935995,-0.8193256863726953,0.0,0.0711469706787106,-1.1438276488863532,-0.4384519028208025,121.4647442793611,24.98581695862734,2.0,1.62,0.35,313.0,0.39,417.0,1.39,307.0,1.57,51.0,0.02,0.61,0.05,0.12,0.02,0.02,20.0,97.0,2.92,64,3.24,3.14,1946.61,147.86,0.005073707
95,PU-96,1,0.3124708520453874,5,5,2,4,1,36.91666666666666,-0.5263456621389039,-0.8193256863726953,0.0,-0.1019825081313484,0.8525828589969556,-0.4384519028208025,121.4860119739688,24.99603212537336,2.0,1.03,0.58,325.0,0.64,416.0,0.64,304.0,2.71,35.0,0.04,0.64,0.04,0.32,0.05,0.04,22.0,95.0,2.78,61,2.8,3.01,1946.61,147.86,0.005073707
96,PU-97,4,0.3045878437100667,6,12,10,4,0,4.083333333333333,-0.4235033193411818,0.6853125984137233,1.0,-0.7031265317773878,-0.3589141158724028,0.0163339206342249,120.58884923185074,24.112287508801224,3.0,0.26,0.6,61.0,3.01,96.0,3.6,1044.0,3.53,239.0,0.08,3.09,0.96,0.02,0.05,0.08,3.0,16.0,8.07,12,8.12,2.78,1270.7,111.76,0.005039031
97,PU-98,1,-0.4086802092644722,4,8,2,4,2,17.083333333333332,-0.8371708434437507,1.001997247675752,1.0,-1.1235030113717477,0.8065118472765717,-0.4384519028208025,121.6328086639274,25.07057496008879,4.0,1.65,0.56,166.0,0.88,177.0,0.88,114.0,8.0,127.0,0.11,0.35,0.39,0.18,0.08,0.11,14.0,108.0,18.13,71,17.77,11.94,1946.61,147.86,0.005073707
98,PU-99,1,0.288869894163421,5,9,2,4,2,21.33333333333333,0.5865348853425902,0.7270222839262832,1.0,0.6717252117142595,0.2297710338880603,-0.4384519028208025,121.47188135948416,25.093337665093905,2.0,0.75,0.93,428.0,0.74,444.0,0.74,452.0,5.94,3550.0,0.06,0.51,0.57,0.09,0.16,0.05,11.0,29.0,9.07,76,8.74,6.78,1946.61,147.86,0.005073707
99,PU-100,6,-0.0056854416831977,11,14,10,4,0,32.333333333333336,1.230592238841173,-0.8193256863726953,0.0,1.1778177567979131,1.644321727080593,0.0633071042774666,120.31884098183777,22.640249470047145,4.0,0.45,0.41,230.0,0.44,491.0,0.82,622.0,1.03,319.0,0.11,0.25,0.56,0.25,0.01,0.15,9.0,35.0,2.3,107,3.68,5.41,924.21,161.78,0.004997252
100,PU-101,6,-0.6188056418123662,8,15,10,4,0,0.4166666666666667,-0.4625719188397577,0.5231082658648794,1.0,-0.9039793585014764,-0.4118104626624733,0.3430110614258639,120.28377619999657,22.72307884494888,3.0,2.46,0.86,114.0,0.48,576.0,1.11,452.0,1.24,30.0,0.4,1.07,0.52,0.1,0.43,0.4,1.0,17.0,11.76,116,4.65,4.68,924.21,161.78,0.004997252
101,PU-102,1,3.3057308310774625,5,8,2,4,2,23.0,1.4357023862086966,-0.8193256863726953,0.0,1.043727278111691,0.912304540856713,-0.4384519028208025,121.44050803002618,24.978207644749165,2.0,0.68,0.54,155.0,0.43,8.0,0.43,109.0,1.67,31.0,0.18,0.21,0.14,0.12,0.19,0.19,10.0,61.0,4.49,64,4.9,4.62,1946.61,147.86,0.005073707
102,PU-103,3,0.4153104638345256,6,9,4,4,2,0.1666666666666666,0.0028040457756321,0.3732623586530904,1.0,-0.2094812041245227,-0.4254611328018463,-0.4384519028208025,120.98926276239897,24.864766180215124,3.0,0.91,0.58,245.0,1.9,288.0,0.91,13.0,0.15,654.0,0.17,0.73,0.75,4.6,0.37,0.17,6.0,2.0,4.71,80,6.15,8.27,406.65,86.71,0.006554591
103,PU-104,7,-0.002513011499471,4,5,2,4,1,3.333333333333333,-0.8647486783839219,-0.8193256863726953,0.0,-0.8295789452219898,-0.6012135108462744,-0.4384519028208025,120.24373086143028,23.01477286630285,4.0,2.05,0.53,320.0,1.29,181.0,1.04,732.0,2.12,32.0,0.11,0.71,0.49,1.3,0.13,0.11,6.0,18.0,6.56,40,3.62,10.89,845.48,156.53,0.00456428
104,PU-105,3,-1.1350465535278824,11,23,2,4,0,5.916666666666667,-0.7820151735634083,0.5833555893830216,1.0,-1.0669247503227084,-0.6592288589386099,-0.1779642480719134,121.03155839190592,24.82504655438546,4.0,2.1,0.23,0.0,0.45,119.0,0.45,244.0,6.0,654.0,0.03,0.35,0.67,3.58,0.13,0.03,13.0,11.0,1.94,82,5.9,2.2,406.65,86.71,0.006554591
105,PU-106,1,-0.078795537280898,3,20,2,4,0,7.083333333333333,0.0596833303397352,-0.1272538674976279,1.0,-0.0021218773797949,-0.3196684392217052,-0.4384519028208025,121.44567107516298,25.18699431428862,4.0,2.0,0.99,261.0,0.93,520.0,0.86,560.0,1.45,374.0,0.11,0.19,0.17,0.23,0.16,0.11,5.0,227.0,19.55,73,19.27,17.04,1946.61,147.86,0.005073707
106,PU-107,16,0.1572621086627611,4,7,2,4,2,24.666666666666668,-0.5131312828967384,-0.1921356005171655,1.0,-0.3664858785356059,-0.102964050759158,-0.4384519028208025,120.92336608426034,24.66937575178684,1.0,4.75,2.21,70.0,2.26,207.0,2.11,139.0,8.45,164.0,0.6,2.31,2.32,8.68,2.11,0.83,0.0,0.0,15.57,101,3.04,12.16,293.98,157.36,0.005120673
107,PU-108,4,-0.0237827138676382,2,15,10,4,0,0.6666666666666666,-0.2494182362813507,0.6080724400571311,1.0,-0.5152867050945782,-0.0927260481546281,-0.4384519028208025,120.68144231438446,24.1182332137424,4.0,1.93,0.32,0.0,0.32,141.0,0.32,904.0,0.86,966.0,0.16,0.53,0.45,0.1,0.34,0.16,5.0,44.0,5.99,6,4.59,6.65,1270.7,111.76,0.005039031
108,PU-109,1,-0.4268255485729088,13,13,2,4,0,16.5,0.1889544316217875,0.4752193676837923,1.0,-0.108489008151988,0.39699174309538,0.3750382320917112,121.44391629521584,25.050125111124217,2.0,1.64,0.41,529.0,0.38,629.0,1.66,498.0,2.13,427.0,0.06,0.58,0.05,0.16,0.08,0.06,14.0,94.0,4.73,66,4.59,4.48,1946.61,147.86,0.005073707
109,PU-110,5,-0.0663942192899665,10,12,2,4,0,16.25,-0.5108331299850576,0.569452360878835,1.0,-0.6485285098650652,-1.2547393437687593,0.940851580521675,121.30488582523373,25.017125142503893,1.0,3.22,0.2,106.0,0.52,119.0,2.64,0.0,3.59,216.0,0.04,0.56,0.21,0.08,0.02,0.04,14.0,62.0,2.71,90,3.16,9.17,1868.59,101.89,0.005368094
110,PU-111,4,-0.4296134417646683,8,14,10,4,0,21.916666666666668,0.599749264584756,-0.4841033991050846,1.0,0.5475359287116189,-0.2428834196877318,-0.4384519028208025,120.65474502602936,24.150364701336528,4.0,2.67,0.65,217.0,0.47,467.0,1.31,309.0,1.89,106.0,0.05,0.61,0.07,0.05,0.03,0.04,13.0,37.0,1.52,14,0.91,5.76,1270.7,111.76,0.005039031
111,PU-112,1,2.3509495135857343,8,9,10,4,2,6.333333333333333,0.9479194307044176,2.5468004148075982,2.0,0.7905395599172415,0.4055234119324882,-0.4384519028208025,121.46120168011927,25.05042454639233,2.0,0.1,0.53,156.0,0.52,324.0,1.01,257.0,3.28,1556.0,0.11,0.52,0.11,0.12,0.12,0.14,20.0,55.0,4.28,66,4.01,4.05,1946.61,147.86,0.005073707
112,PU-113,1,-0.703499914293068,9,15,2,4,0,15.25,-0.2362038570391855,-0.8193256863726953,0.0,-0.359413595904476,0.2127076962138437,0.2426592600062105,121.4128976209486,24.952872203772007,2.0,1.11,0.4,150.0,2.01,488.0,2.3,166.0,4.36,212.0,0.09,1.39,0.59,0.09,0.44,0.09,4.0,42.0,8.41,64,8.82,8.52,1946.61,147.86,0.005073707
113,PU-114,2,0.061127860671045,9,15,10,4,0,8.25,0.5135685303967205,1.7280547362277197,2.0,0.3509264715662084,-0.0500677039690873,-0.4384519028208025,120.98515255994478,24.80975469307551,4.0,0.17,0.51,296.0,1.41,371.0,0.22,500.0,1.91,1663.0,0.18,0.41,0.6,0.17,0.23,0.18,5.0,7.0,1.67,78,1.01,5.67,4344.33,87.03,0.006841633
114,PU-115,1,0.8018903085712145,2,4,2,4,1,47.0,-0.7285831183668262,-0.8193256863726953,0.0,-0.0176808991682806,-1.6420771089734696,-0.4384519028208025,121.45989601376648,25.021872553440968,2.0,0.84,0.75,80.0,0.33,261.0,1.1,741.0,0.53,1556.0,0.17,0.41,0.3,0.07,0.16,0.17,22.0,26.0,1.2,67,1.1,0.95,1946.61,147.86,0.005073707
115,PU-116,4,-0.5134425060134449,10,12,10,4,0,2.75,-0.8170620054665426,0.6714093699095369,1.0,-1.04740525026079,-0.8025608954020269,-0.3188837990016402,120.70581694980945,24.19271976891909,4.0,0.38,1.11,313.0,1.25,69.0,1.25,174.0,3.65,9.0,0.12,0.4,0.48,0.13,0.36,0.12,5.0,12.0,6.89,2,6.1,12.75,1270.7,111.76,0.005039031
116,PU-117,1,-0.0777861276769849,3,5,2,4,1,41.75,-0.4757862980819232,-0.8193256863726953,0.0,0.0657720358790519,0.3389763950030445,-0.4384519028208025,121.46330351637256,25.005764737397023,2.0,0.5,0.29,448.0,0.91,777.0,0.82,741.0,1.56,51.0,0.1,0.33,0.16,0.23,0.05,0.09,20.0,141.0,0.72,67,1.09,0.92,1946.61,147.86,0.005073707
117,PU-118,1,-0.1901670635793013,11,15,2,4,0,12.25,-0.1626629638653956,0.5725419672130986,1.0,-0.2997235304977399,-0.1575667313166502,0.1892806422297988,121.44560462179982,25.18236315936595,1.0,1.63,0.63,261.0,0.43,520.0,1.03,560.0,0.94,374.0,0.05,0.55,0.06,0.16,0.05,0.05,13.0,309.0,19.04,73,18.76,16.58,1946.61,147.86,0.005073707
118,PU-119,7,-0.785862931259971,9,9,2,4,2,26.916666666666668,-1.0589425994209611,0.6744989762438005,1.0,-0.9812086848334144,-0.8639889110292057,-0.4384519028208025,120.23647245159488,22.969740614682305,1.0,3.92,0.77,120.0,1.12,491.0,1.91,360.0,1.23,91.0,0.12,0.96,0.49,0.92,0.21,0.11,6.0,6.0,5.77,39,3.75,7.1,845.48,156.53,0.00456428
119,PU-120,6,-0.7949235841331902,10,11,2,4,0,16.833333333333332,-0.7326048859622679,0.0334056618840839,1.0,-0.908222728080154,-0.459587808150279,-0.4384519028208025,120.2908741693976,22.666073251752337,4.0,0.36,0.2,65.0,0.12,116.0,0.12,180.0,2.94,221.0,0.12,0.15,0.45,0.19,0.08,0.17,9.0,37.0,5.51,122,1.34,3.08,924.21,161.78,0.004997252
120,PU-121,6,-0.9388605869387874,9,23,2,4,0,22.666666666666668,0.2280230311203634,-0.3327126887261635,1.0,0.238618623383866,0.4055234119324882,0.1700643398302903,120.31182325062088,22.6799273196556,3.0,0.64,0.71,347.0,0.33,675.0,0.61,487.0,1.3,221.0,0.11,0.32,0.34,0.26,0.15,0.11,6.0,39.0,6.6,114,1.05,0.94,924.21,161.78,0.004997252
121,PU-122,1,-1.0489343008893026,4,14,2,4,0,26.0,-1.3013977316033,-0.8193256863726953,0.0,-1.5136101213048712,-0.1541540637818068,-0.4384519028208025,121.49923087527728,24.98963252490114,2.0,0.76,0.27,275.0,0.88,416.0,0.88,304.0,1.25,35.0,0.16,0.3,0.57,0.33,0.08,0.16,9.0,22.0,4.27,61,4.25,4.49,1946.61,147.86,0.005073707
122,PU-123,1,-0.5684793629887025,4,15,2,4,0,13.083333333333334,0.0022295075477115,1.0498861458568394,1.0,0.039463144491249,-0.2821290963384293,-0.4384519028208025,121.5146271224052,24.999781888792867,1.0,0.49,0.46,358.0,0.79,662.0,0.46,432.0,2.19,35.0,0.23,0.29,0.23,0.11,0.08,0.05,25.0,101.0,5.2,70,5.03,5.36,1946.61,147.86,0.005073707
123,PU-124,1,-0.1613988898677801,4,4,2,1,1,43.66666666666666,-0.972187327005006,-0.8193256863726953,0.0,-0.5670558139544492,-0.7206568745657885,-0.4384519028208025,121.51054580161804,25.016606349929752,1.0,0.58,0.16,108.0,0.7,268.0,0.7,380.0,3.94,35.0,0.1,0.68,0.45,0.09,0.26,0.24,8.0,24.0,4.63,70,4.34,3.54,1946.61,147.86,0.005073707
124,PU-125,1,-0.2008379651063817,11,17,2,4,0,23.58333333333333,-0.7900587087542913,-0.8193256863726953,0.0,-0.9028477932804956,-0.538079161451674,-0.2142617081598735,121.62923663302998,25.07179988812727,2.0,1.85,0.39,166.0,1.26,177.0,1.26,114.0,8.0,127.0,0.11,0.44,0.44,0.28,0.11,0.11,9.0,85.0,17.85,71,17.48,11.62,1946.61,147.86,0.005073707
125,PU-126,0,-0.5716037260484333,6,15,10,4,0,3.9166666666666665,1.2851733704935957,-0.8193256863726953,0.0,0.9930897344728008,-0.2207010807112505,0.9002838310116018,121.520116008703,25.0633928754545,1.0,0.13,0.37,79.0,0.27,284.0,0.27,410.0,0.45,94.0,0.04,0.17,0.04,0.11,0.05,0.04,27.0,195.0,5.31,18,1.65,1.75,9126.87,166.1,0.006299707
126,PU-127,1,-1.0143980722982786,14,15,10,4,0,11.416666666666666,-0.5769050261958846,-0.8193256863726953,0.0,-0.7713033363414796,-1.0585109605152716,0.0163339206342247,121.41500622344049,25.02052401581767,2.0,0.37,0.34,296.0,0.17,683.0,0.17,325.0,2.35,427.0,0.1,0.32,0.33,0.18,0.23,0.11,13.0,67.0,5.11,66,5.33,4.97,1946.61,147.86,0.005073707
127,PU-128,1,0.1064311250371413,3,5,2,4,1,42.91666666666666,-0.6004610935406142,-0.8193256863726953,0.0,-0.27794089999386,1.183611609876752,-0.4384519028208025,121.50671820575108,25.003772397388257,1.0,0.46,0.51,450.0,0.17,212.0,0.39,547.0,2.51,35.0,0.09,0.44,0.36,0.15,0.03,0.05,27.0,89.0,4.32,61,4.14,4.48,1946.61,147.86,0.005073707
128,PU-129,2,0.0202227381505697,7,9,4,4,2,9.916666666666666,-0.6303370813924664,0.1786171595944777,1.0,-0.8414603800422881,-0.6063325121485392,0.027009644189507,120.92570259404434,24.794614046555424,4.0,0.86,0.59,94.0,1.15,183.0,1.15,304.0,2.67,449.0,0.33,0.8,0.66,0.61,0.31,0.33,6.0,8.0,4.57,78,5.32,11.75,4344.33,87.03,0.006841633
129,PU-130,2,-0.814318668665519,3,8,2,4,2,25.25,-0.8929010515520136,-0.8193256863726953,0.0,-1.0261884023674004,0.0267173155648859,-0.4384519028208025,120.9673569435854,24.81147633314972,1.0,1.17,0.3,145.0,0.42,371.0,0.55,367.0,3.42,1663.0,0.16,0.23,0.2,0.16,0.05,0.16,9.0,29.0,0.55,78,0.79,7.47,4344.33,87.03,0.006841633
130,PU-131,3,0.6411778794910631,22,25,2,4,0,9.25,1.2415084651716572,2.43094017727271,2.0,1.0247735606602628,0.1205656727730758,0.2149023787624762,121.03934635092236,24.80080289619292,4.0,0.75,0.6,177.0,0.6,86.0,2.37,244.0,5.74,262.0,0.31,1.88,0.84,2.26,0.56,0.31,3.0,7.0,4.06,82,6.57,0.75,406.65,86.71,0.006554591
131,PU-132,4,0.1692548560997279,2,5,2,4,1,28.33333333333333,-0.9905725502984534,-0.8193256863726953,0.0,-0.601851444499608,-0.8588699097269408,-0.4384519028208025,120.6696551474305,24.18391439243757,4.0,3.3,0.25,126.0,0.43,91.0,0.56,360.0,2.4,417.0,0.11,0.54,0.44,0.13,0.4,0.11,6.0,22.0,3.36,2,3.27,9.63,1270.7,111.76,0.005039031
132,PU-133,1,0.0103930112934168,2,10,2,4,2,17.833333333333332,-0.1712810372841989,2.5066355324621714,2.0,-0.1178244212250793,-0.3981597925231002,-0.4384519028208025,121.46063568090062,25.09253339631845,2.0,0.43,0.42,428.0,0.28,509.0,1.46,452.0,4.94,3550.0,0.06,0.9,0.51,0.12,0.18,0.04,12.0,93.0,8.96,76,8.67,7.53,1946.61,147.86,0.005073707
